Date,Open,High,Low,Close,Volume,QuoteVolume,TradeNum
"16/04/2018, 02:00:00",0.25551000,0.30700000,0.23983000,0.28160000,362148317.11000000,99749627.99194630,230126
"23/04/2018, 02:00:00",0.28160000,0.38660000,0.25500000,0.36254000,719224876.24000000,227675755.35556320,457445
"30/04/2018, 02:00:00",0.36251000,0.38850000,0.31870000,0.34654000,534254260.89000000,189554392.16822720,393544
"07/05/2018, 02:00:00",0.34599000,0.34740000,0.23402000,0.27718000,575992908.65000000,163932315.39245270,368151
"14/05/2018, 02:00:00",0.27718000,0.27815000,0.23037000,0.25556000,351300182.60000000,88782374.35270700,216750
"21/05/2018, 02:00:00",0.25556000,0.25999000,0.18865000,0.19186000,495423322.31000000,102972647.08105160,235217
"28/05/2018, 02:00:00",0.19198000,0.23677000,0.17055000,0.22659000,939992355.62000000,198098868.15899660,356766
"04/06/2018, 02:00:00",0.22660000,0.23030000,0.16806000,0.17346000,735552057.50000000,151613353.88520490,261284
"11/06/2018, 02:00:00",0.17346000,0.18130000,0.14500000,0.16044000,783679652.73000000,129367034.73797840,245755
"18/06/2018, 02:00:00",0.16047000,0.17149000,0.11910000,0.13093000,744086496.59000000,110923286.67671860,208441
"25/06/2018, 02:00:00",0.13085000,0.14590000,0.11359000,0.14211000,816993325.70000000,106141479.72921700,196945
"02/07/2018, 02:00:00",0.14196000,0.16209000,0.13698000,0.14481000,880032853.30000000,131316597.88377800,234017
"09/07/2018, 02:00:00",0.14482000,0.14594000,0.12200000,0.14227000,750137027.80000000,100707770.81761000,208736
"16/07/2018, 02:00:00",0.14231000,0.19701000,0.14037000,0.16916000,1679298348.39000000,289267924.24783440,431014
"23/07/2018, 02:00:00",0.16937000,0.18057000,0.15510000,0.16268000,1105992813.60000000,186608672.48448900,327255
"30/07/2018, 02:00:00",0.16274000,0.16300000,0.12290000,0.13024000,851519392.90000000,116789540.62546200,241448
"06/08/2018, 02:00:00",0.13050000,0.13618000,0.10713000,0.11153000,944960119.05000000,112545514.80727220,300301
"13/08/2018, 02:00:00",0.11152000,0.11415000,0.08400000,0.10143000,1177401582.64000000,116873125.38619450,327763
"20/08/2018, 02:00:00",0.10131000,0.10299000,0.08682000,0.09306000,936005246.60000000,87484308.43566900,217527
"27/08/2018, 02:00:00",0.09306000,0.11032000,0.09206000,0.10499000,1308868332.40000000,134184031.37680600,305730
"03/09/2018, 02:00:00",0.10471000,0.10709000,0.07353000,0.07601000,1098760009.70000000,99051584.12655600,247960
"10/09/2018, 02:00:00",0.07592000,0.07867000,0.06089000,0.06988000,1486880051.80000000,101697086.04120700,275354
"17/09/2018, 02:00:00",0.06988000,0.09390000,0.06193000,0.08986000,2340380742.60000000,184210106.51993700,384366
"24/09/2018, 02:00:00",0.08985000,0.09197000,0.07425000,0.08511000,1967340582.30000000,163163380.61502000,359916
"01/10/2018, 02:00:00",0.08511000,0.08700000,0.07820000,0.08464000,895800319.90000000,73878722.81529400,180319
"08/10/2018, 02:00:00",0.08465000,0.08890000,0.06920000,0.07170000,1113247643.80000000,88265598.86027900,230701
"15/10/2018, 02:00:00",0.07164000,0.08497000,0.07000000,0.07721000,951188057.20000000,73981309.49452200,208197
"22/10/2018, 02:00:00",0.07722000,0.07785000,0.07255000,0.07364000,275082796.40000000,20770301.47828000,81557
"29/10/2018, 01:00:00",0.07358000,0.07857000,0.06773000,0.07730000,349111415.30000000,25289710.82943300,106417
"05/11/2018, 01:00:00",0.07730000,0.08260000,0.07401000,0.07700000,506316083.40000000,39455027.36412700,155808
"12/11/2018, 01:00:00",0.07698000,0.07800000,0.05811000,0.06234000,651057578.20000000,42642701.96646500,168994
"19/11/2018, 01:00:00",0.06235000,0.06246000,0.03315000,0.03832000,1477623615.30000000,66792039.56871200,233333
"26/11/2018, 01:00:00",0.03832000,0.04487000,0.03401000,0.04187000,1449985291.80000000,57463886.00041400,208558
"03/12/2018, 01:00:00",0.04184000,0.04214000,0.02708000,0.03110000,1348151255.26000000,45325677.95416119,192598
"10/12/2018, 01:00:00",0.03106000,0.03199000,0.02761000,0.02900000,621674003.10000000,18314403.00228600,90454
"17/12/2018, 01:00:00",0.02900000,0.04479000,0.02890000,0.04369000,1944872170.80000000,73241508.22295700,295493
"24/12/2018, 01:00:00",0.04369000,0.04899000,0.03539000,0.04263000,1561710724.20000000,65022463.63141600,252384
"31/12/2018, 01:00:00",0.04262000,0.04880000,0.03964000,0.04822000,1124272940.60000000,48919274.94716200,188294
"07/01/2019, 01:00:00",0.04822000,0.05412000,0.03880000,0.03944000,1703224715.60000000,78964450.52134100,296703
"14/01/2019, 01:00:00",0.03944000,0.04597000,0.03939000,0.04287000,1096844030.10000000,47585581.51549100,191743
"21/01/2019, 01:00:00",0.04290000,0.04401000,0.04014000,0.04087000,542351906.60000000,23055392.39140300,97525
"28/01/2019, 01:00:00",0.04088000,0.04121000,0.03660000,0.03824000,717502517.20000000,27571176.93623600,120882
"04/02/2019, 01:00:00",0.03824000,0.04309000,0.03588000,0.04290000,665297721.80000000,26097526.57308700,116446
