Date,Open,High,Low,Close,Volume,QuoteVolume,TradeNum
"01/04/2018, 02:00:00",0.25551000,0.38660000,0.23983000,0.34145000,1174515808.74000000,359763621.45611590,759135
"01/05/2018, 02:00:00",0.34145000,0.38850000,0.17055000,0.22330000,2452406641.10000000,632124596.14462950,1365572
"01/06/2018, 02:00:00",0.22331000,0.23677000,0.11359000,0.13784000,3277300190.30000000,555451957.59705310,1009361
"01/07/2018, 02:00:00",0.13783000,0.19701000,0.12200000,0.14175000,4826997898.99000000,767795282.01752740,1313655
"01/08/2018, 02:00:00",0.14152000,0.14474000,0.08400000,0.10170000,4603520825.99000000,491608094.06899570,1233225
"01/09/2018, 02:00:00",0.10158000,0.11032000,0.06089000,0.08511000,7251483493.90000000,585967227.61357700,1350863
"01/10/2018, 02:00:00",0.08511000,0.08890000,0.06773000,0.07061000,3368674661.60000000,266281878.03661400,738798
"01/11/2018, 01:00:00",0.07051000,0.08260000,0.03315000,0.03907000,4031257789.20000000,211138261.67005900,792075
"01/12/2018, 01:00:00",0.03907000,0.04899000,0.02708000,0.04054000,5894198917.76000000,219124613.39010319,899663
"01/01/2019, 01:00:00",0.04057000,0.05412000,0.03660000,0.03824000,4842536604.10000000,212577897.55235900,835131
"01/02/2019, 01:00:00",0.03825000,0.05053000,0.03588000,0.04287000,3137888160.70000000,134759319.09959200,459702
"01/03/2019, 01:00:00",0.04288000,0.07338000,0.03908000,0.06989000,6126208133.40000000,340138461.48199500,929013
"01/04/2019, 02:00:00",0.06984000,0.09976000,0.06401000,0.07010000,5974402391.90000000,488889254.12052600,1304090
"01/05/2019, 02:00:00",0.07016000,0.10080000,0.05910000,0.08914000,5695670950.00000000,456161202.69460000,1269775
"01/06/2019, 02:00:00",0.08906000,0.10687000,0.07695000,0.08226000,5601895593.70000000,509802483.37633800,1184096
"01/07/2019, 02:00:00",0.08227000,0.08599000,0.04985000,0.06011000,3103759235.10000000,205440948.81808300,629505
"01/08/2019, 02:00:00",0.06006000,0.06035000,0.04312000,0.04473000,2562617127.30000000,130301368.49942400,442043
"01/09/2019, 02:00:00",0.04472000,0.05557000,0.03498000,0.03888000,4410426862.80000000,199520689.32457800,641152
"01/10/2019, 02:00:00",0.03888000,0.04492000,0.03513000,0.04126000,4841448381.50000000,195375552.66610300,767749
"01/11/2019, 01:00:00",0.04125000,0.04624000,0.03150000,0.04032000,4573163911.90000000,186396496.74546500,711697
"01/12/2019, 01:00:00",0.04032000,0.04035000,0.03032000,0.03285000,2897540853.60000000,102387116.13402900,329032
"01/01/2020, 01:00:00",0.03285000,0.05771000,0.03218000,0.05390000,6783477519.30000000,306445519.95421800,946115
"01/02/2020, 01:00:00",0.05390000,0.07231000,0.04620000,0.04710000,9541367906.30000000,562977236.61048800,1830230
"01/03/2020, 01:00:00",0.04706000,0.05229000,0.01765000,0.03045000,11791622194.60000000,382289524.83055900,1640979
"01/04/2020, 02:00:00",0.03045000,0.05439000,0.02942000,0.04752000,8386682581.90000000,328868995.76871600,1174245
"01/05/2020, 02:00:00",0.04751000,0.08650000,0.04250000,0.07390000,12360762001.80000000,715840815.79614200,1977275
"01/06/2020, 02:00:00",0.07391000,0.09039000,0.06930000,0.08299000,11304081621.30000000,919942033.57453200,2570285
"01/07/2020, 02:00:00",0.08300000,0.15464000,0.08240000,0.13878000,17087022379.30000000,2098598610.82874200,4205128
"01/08/2020, 02:00:00",0.13876000,0.15230000,0.10211000,0.12253000,9932053101.10000000,1308503080.90025900,2708899
"01/09/2020, 02:00:00",0.12250000,0.12812000,0.07545000,0.10136000,10747649370.20000000,1025991588.28829700,2361843
"01/10/2020, 02:00:00",0.10136000,0.11428000,0.08915000,0.09300000,7925056172.20000000,812027338.39197000,1827541
"01/11/2020, 01:00:00",0.09296000,0.18300000,0.08793000,0.17204000,18309066700.90000000,2456198550.83530900,5090282
"01/12/2020, 01:00:00",0.17207000,0.17456000,0.12924000,0.15351000,5481588167.40000000,836657173.68998400,1809667
