,Date,Price,HighR,LowR,VolumeR,Avg10,Avg20,Avg30
1796,"21/11/2019, 01:00:00",8098.56,1.0044662260945154,0.9260905642484589,7.21347748994883,1.0478814752252263,1.0894368258060674,1.0852933114035082
1797,"22/11/2019, 01:00:00",7627.79,1.0160216786251326,0.8901660900470516,16.597617430343522,1.098060381840613,1.146162781093867,1.150560953216243
1798,"23/11/2019, 01:00:00",7268.23,1.0104908622869666,0.9741037363979952,6.941152764153034,1.1310052103469495,1.1889563208649132,1.206560973808845
1799,"24/11/2019, 01:00:00",7311.1,1.0026384538578326,0.9384360766505724,9.285908616076924,1.1043156296590126,1.1690908344845492,1.1990241778482937
1800,"25/11/2019, 01:00:00",6900.23,1.0691947949561103,0.9441714261698524,17.33938364329885,1.1447657541850065,1.2206450364697974,1.2619382252475635
1801,"26/11/2019, 01:00:00",7109.99,1.0323502564701217,0.9869887299419549,9.243669497425454,1.091841760677583,1.1691780860451264,1.2147692190846955
1802,"27/11/2019, 01:00:00",7154.75,1.0699185855550508,0.9560082462699605,12.92188734616863,1.0663384464866008,1.146598273873998,1.1961118138299722
1803,"28/11/2019, 01:00:00",7507.9,1.0179943792538526,0.9803007498767965,7.583209833508705,1.002928648490258,1.0813035602498684,1.1323178696217753
1804,"29/11/2019, 01:00:00",7418.52,1.058162544550665,0.9924216690121479,8.188331482964257,1.0046599591293153,1.0851973169850573,1.1370227484727402
1805,"30/11/2019, 01:00:00",7740.99,1.0089148803964352,0.9612465589026726,6.07020983349675,0.9577335715457596,1.0330911808437921,1.0835726438091244
1806,"01/12/2019, 01:00:00",7540.63,1.0001617901952489,0.9561535309383964,8.05892111309002,0.9757822622247755,1.0505981595702198,1.105290141539897
1807,"02/12/2019, 01:00:00",7391.5,1.003931542988568,0.9674761550429548,6.2680451924507885,0.9922727457214381,1.0627178515862796,1.1192929716566318
1808,"03/12/2019, 01:00:00",7294.42,1.0144740774454994,0.9927245757716172,4.544498052895226,1.005837749951334,1.0663910907241407,1.125070898942844
1809,"04/12/2019, 01:00:00",7292.71,1.062705084940989,0.9690499142294154,11.40140621826454,1.0058214298936896,1.0564609041083475,1.1166330943275307
1810,"05/12/2019, 01:00:00",7194.59,1.0403650520738499,0.9938022875521746,8.243232603247717,1.0236302555114343,1.060779488476756,1.1216790671879833
1811,"06/12/2019, 01:00:00",7389.0,1.027206658546488,0.9886317498984978,6.5217333798890245,1.0004738124238746,1.0255437136283645,1.0835110750214272
1812,"07/12/2019, 01:00:00",7527.8,1.012197454767661,0.9923430484338053,4.184314696591302,0.9869823852918528,1.000238515901058,1.0555121903699167
1813,"08/12/2019, 01:00:00",7487.31,1.0102426639206872,0.9849812549500421,3.9876668163866595,0.9920448064792309,0.9988657475114541,1.0535330223182058
1814,"09/12/2019, 01:00:00",7510.11,1.0186268909509981,0.9684278925341973,6.2078834388577535,0.990252606153573,0.9913300870426646,1.044726020435563
1815,"10/12/2019, 01:00:00",7338.64,1.0093968364710628,0.9752624464478432,6.77560994135153,1.0079075959578354,1.0090750466026384,1.0624569856721853
1816,"11/12/2019, 01:00:00",7224.15,1.0071081026833608,0.9863665621561014,4.165623906480348,1.0195002872310248,1.0190151090439687,1.0709157017319213
1817,"12/12/2019, 01:00:00",7210.0,1.0117891816920943,0.9820110957004161,5.865270586962552,1.0189837725381428,1.0181176837725363,1.0659746185852972
1818,"13/12/2019, 01:00:00",7197.76,1.0154617547681501,0.9990274752145112,3.8358980842651045,1.0193736662517239,1.019359495176275,1.0602657863928027
1819,"14/12/2019, 01:00:00",7257.37,1.0019841898649235,0.9661902314474803,4.073374509911993,1.0105138638377273,1.010616587000523,1.0445748712458267
1820,"15/12/2019, 01:00:00",7064.14,1.0192748161842773,0.9921023649021679,3.736587629492054,1.0363084536829688,1.0394207929061408,1.065681739036881
1821,"16/12/2019, 01:00:00",7119.6,1.0042699028035282,0.9601663014776111,6.161019307123995,1.0244519355019954,1.031391440530365,1.0510502930876255
1822,"17/12/2019, 01:00:00",6891.44,1.0073671105023043,0.9519055523954355,7.816228528290169,1.049135158979837,1.063628066122608,1.0781125086580832
1823,"18/12/2019, 01:00:00",6623.84,1.1232155366071643,0.9714908572670837,14.438248999220995,1.0784839307712757,1.0999248170245637,1.1122118489174446
1824,"19/12/2019, 01:00:00",7277.83,1.0140385252197428,0.9670890911164455,7.627142853707768,0.9783791322413423,1.0001183731964043,1.0081060334376217
1825,"20/12/2019, 01:00:00",7151.31,1.00960523316707,0.9899584831310626,4.4931724684008945,0.9930689621901452,1.0136894499049804,1.0213616339756855
1826,"21/12/2019, 01:00:00",7188.01,1.0003575398476072,0.9884516020428463,2.708284216076494,0.9874958437731732,1.0060609960197588,1.0119243017191117
1827,"22/12/2019, 01:00:00",7131.59,1.054258587495916,0.9987211827937389,5.487900334988411,0.9942087248425676,1.0121979810953778,1.01761065905359
1828,"23/12/2019, 01:00:00",7500.71,1.0259535430645899,0.9686869643007129,9.07274074094319,0.9493213309140077,0.9637614972449257,0.9685658202134633
1829,"24/12/2019, 01:00:00",7317.3,1.0163147609090786,0.9780984789471526,5.962512701132931,0.9739353313380628,0.9880864526532991,0.9928714143194882
1830,"25/12/2019, 01:00:00",7255.77,1.0022051415631974,0.9825090927634144,3.788990599619337,0.9848355171125885,0.9968871670408495,1.0029244771172907
1831,"26/12/2019, 01:00:00",7205.01,1.0319208439682943,0.993353236150956,5.03257609302416,0.9929592047755669,1.002633514734884,1.010429779648697
1832,"27/12/2019, 01:00:00",7202.0,1.0102554845876146,0.9825631768953069,4.6712998973896145,0.9976863371285764,1.0007906831435693,1.0110707673794306
1833,"28/12/2019, 01:00:00",7254.77,1.0151955196374247,0.9977807704448245,3.7008729703353787,0.999126092212435,0.9919084271451728,1.002553354551556
1834,"29/12/2019, 01:00:00",7315.36,1.0291291200979857,0.996259924323615,4.290575731747993,0.9913637879748922,0.9823617703024848,0.9937795724794576
1835,"30/12/2019, 01:00:00",7388.43,1.0026812191493997,0.9772035466262792,4.007063988154452,0.9847687533075371,0.9729833672376925,0.9823607090184686
1836,"31/12/2019, 01:00:00",7246.0,1.0102125310516148,0.9860626552580735,3.5819008463980126,1.004926028153465,0.9922594534915795,1.0003149783788745
1837,"01/01/2020, 01:00:00",7195.24,1.0083054908522857,0.9972078763182326,2.333819047731556,1.0129000561482324,0.9991569426454134,1.0064626521607791
1838,"02/01/2020, 01:00:00",7200.77,1.0016289924549735,0.9616665995442153,4.43723156440214,1.0079567879546225,0.9984105172085739,1.005256197138175
1839,"03/01/2020, 01:00:00",6965.49,1.0630982170672847,0.9864402935041182,9.823932049432273,1.0369527484785719,1.030039595204355,1.037645784192257
1840,"04/01/2020, 01:00:00",7345.0,1.0080326752893125,0.9900898570456093,4.082773992784207,0.9845891082368969,0.9787302246426117,0.9847140912185147
1841,"05/01/2020, 01:00:00",7354.19,1.0191469080891302,0.9950789957833562,5.212142411876767,0.9853872418308486,0.9791021172963961,0.9833257866150668
1842,"06/01/2020, 01:00:00",7357.64,1.0594891840318363,0.998521264970833,7.425709237744711,0.9870405456097344,0.9818111514018059,0.9820938054412363
1843,"07/01/2020, 01:00:00",7758.9,1.0578406732913173,0.9954645632757221,11.750594112696389,0.9424921058397462,0.938350281612082,0.9324705392087355
1844,"08/01/2020, 01:00:00",8145.92,1.0379429211187932,0.9661278284098052,13.825650465509113,0.9079094810653684,0.8990967871032349,0.8907697759532779
1845,"09/01/2020, 01:00:00",8054.72,1.000153947002503,0.9621687656430018,7.975388322623257,0.9264613791665017,0.9148848128798995,0.9038189616357438
1846,"10/01/2020, 01:00:00",7817.74,1.0487685699447666,0.9813577837073119,10.540997455530626,0.961858670152756,0.9466453860066955,0.9337474768922978
1847,"11/01/2020, 01:00:00",8198.86,1.0106697760420351,0.9761308279443727,6.6850797143749245,0.9293881100543252,0.9091496866637535,0.894362996806872
1848,"12/01/2020, 01:00:00",8020.01,1.0220685510367193,0.9925174656889455,4.7545444876003895,0.9603288524577904,0.9326616799729656,0.9177252064939225
1849,"13/01/2020, 01:00:00",8184.97,1.0013475919887305,0.984229630652281,3.8069480624852625,0.9558733874406385,0.9191651893653837,0.9030070157048009
1850,"14/01/2020, 01:00:00",8110.34,1.094898610909037,0.9994081629130221,14.845139259513164,0.9741057711513947,0.9328915927075788,0.9156161969370775
1851,"15/01/2020, 01:00:00",8814.64,1.0115535064392873,0.9715654865088081,9.622207782280388,0.912842044598532,0.8674829034424532,0.8488673388816775
1852,"16/01/2020, 01:00:00",8820.01,1.0045124665391536,0.9734682840495645,5.894672940733628,0.9288664071809445,0.8761271245724195,0.8556391281491355
1853,"17/01/2020, 01:00:00",8720.15,1.0368686318469293,0.9945287638400716,8.130334613166058,0.950526768461552,0.89456247885644,0.873450877182922
1854,"18/01/2020, 01:00:00",8913.27,1.0084828575820095,0.988007768192818,4.296374567919518,0.9385411863435084,0.8841440346808731,0.8606423157083004
1855,"19/01/2020, 01:00:00",8915.09,1.031843761532413,0.9496258590771377,7.927781913474794,0.9480003006139033,0.8925257624993114,0.8670613532785413
1856,"20/01/2020, 01:00:00",8701.72,1.0052024197514975,0.9792638696717432,4.4699944086916155,0.9814043660333823,0.9227754397981073,0.894120587653934
1857,"21/01/2020, 01:00:00",8642.35,1.0169687642828629,0.9821402743466765,4.222773627427725,0.9932778700237785,0.9374867946796863,0.9060898559612439
1858,"22/01/2020, 01:00:00",8736.04,1.009381825174793,0.9832830435758078,3.3288031119363004,0.9908216995343432,0.9362196716132237,0.9010859993009789
1859,"23/01/2020, 01:00:00",8682.77,1.0010411424004089,0.9566520822272154,5.54730167872695,1.002633721727053,0.9518525194148857,0.9118563545965158
1860,"24/01/2020, 01:00:00",8404.52,1.0146944739259351,0.9801868518368687,4.960132110935544,1.03932836140553,0.9896689519449042,0.9466014319278979
1861,"25/01/2020, 01:00:00",8438.99,1.0014539654626917,0.9781857781559168,3.0241957784047617,1.0306317462160763,0.9920538476760828,0.9476090543220603
1862,"26/01/2020, 01:00:00",8340.01,1.0333476818373117,0.9944424527068912,3.7326676063937576,1.0371079890791504,1.0097171346317315,0.9634037609067604
1863,"27/01/2020, 01:00:00",8614.39,1.044763471354327,0.9907840253343534,6.26550957131033,1.0028469804594413,0.9825217455908064,0.937979086930898
1864,"28/01/2020, 01:00:00",8907.57,1.0552821925620568,0.9949290322725501,8.373198724792509,0.9697757076284561,0.9544587356596675,0.91306510454965
1865,"29/01/2020, 01:00:00",9375.34,1.0078823807989896,0.9830043497089173,5.74529191709314,0.9262992062154553,0.9138803499393073,0.8745732599208837
1866,"30/01/2020, 01:00:00",9301.57,1.0297186388964443,0.9895576768223,6.517904424629391,0.940094521677524,0.9291044952626263,0.8888758206051944
1867,"31/01/2020, 01:00:00",9511.52,1.0019660369741112,0.968300545023298,4.789142256127306,0.9284816727505181,0.9154965242148452,0.8773729120056513
1868,"01/02/2020, 01:00:00",9351.71,1.012064103784228,0.992438816002635,3.0559189018906703,0.9509318616595263,0.9382613981827905,0.9000330420853505
1869,"02/02/2020, 01:00:00",9384.41,1.0098695602600485,0.9718245473077157,4.868810350357667,0.9550949926527089,0.9413826228819908,0.9054888550976203
1870,"03/02/2020, 01:00:00",9331.59,1.030777177308476,0.9895419751617891,5.453747266114349,0.9704359064210929,0.9532548043795306,0.9177105223582825
1871,"04/02/2020, 01:00:00",9291.35,1.0063123227518067,0.9786532635192948,5.737398253859772,0.9838124707389138,0.9599486081139968,0.9286347337398039
1872,"05/02/2020, 01:00:00",9197.02,1.059522540996975,0.9978471287438756,7.053416825776175,1.003221369530566,0.9718440320886529,0.9448259327477804
1873,"06/02/2020, 01:00:00",9612.03,1.0260652536456918,0.9910861701430395,6.757126911588915,0.970285257120505,0.9345229883801842,0.9104584567463888
1874,"07/02/2020, 01:00:00",9772.0,1.011563651248465,0.995702005730659,4.4991930650839125,0.9632474416700785,0.9236184506753975,0.9011007640878692
1875,"08/02/2020, 01:00:00",9813.87,1.0128522183399615,0.9850456547722763,4.442777789597783,0.9636063041389386,0.9242570464047296,0.9032313450249484
1876,"09/02/2020, 01:00:00",9895.04,1.0273834163378823,0.9985558421188797,4.386892384063127,0.9616993968695434,0.9227051633949921,0.9028198302718659
1877,"10/02/2020, 01:00:00",10151.72,1.0035737786306163,0.9610194134590001,5.86827499369565,0.9436897392757096,0.9068091909548318,0.8864048325472588
1878,"11/02/2020, 01:00:00",9851.74,1.047895092643533,0.9845976446800261,6.336179722972795,0.9775001167306493,0.9400834776394812,0.919593019439543
1879,"12/02/2020, 01:00:00",10223.08,1.0221968330483573,1.0,5.967679400924183,0.9501973964793395,0.9134696686321522,0.8928354598940167
1880,"13/02/2020, 01:00:00",10325.33,1.0169166506058402,0.9762399845816065,7.684438052730518,0.9504120449419057,0.9137251787594182,0.8911445283911822
1881,"14/02/2020, 01:00:00",10227.78,1.0150355209048296,0.9886182534235191,4.599089946498654,0.9686325869347997,0.9311848221217099,0.9042496025530458
1882,"15/02/2020, 01:00:00",10344.36,1.0029620005490913,0.9474728257717249,5.573781553136201,0.9688076401053332,0.9303785831119549,0.8989708079249618
1883,"16/02/2020, 01:00:00",9904.46,1.014694390204009,0.9731090841903548,6.060300060477806,1.0147890950137621,0.9782132998669268,0.9428837782843948
1884,"17/02/2020, 01:00:00",9910.7,1.0053941699375422,0.953784293743126,7.089409617988639,1.0155496584499586,0.9826582380659267,0.9456448417703416
1885,"18/02/2020, 01:00:00",9706.0,1.0560478054811457,0.9866072532454152,7.274276119822789,1.035856274469401,1.0050859262311953,0.9683047599423026
1886,"19/02/2020, 01:00:00",10164.78,1.0083838509047909,0.919842829849736,5.426835297468317,0.9917573228343364,0.9639681822921874,0.9293988327014119
1887,"20/02/2020, 01:00:00",9594.65,1.010875852688738,0.9797126523635568,6.26936291725076,1.0448831379987813,1.0216819790195557,0.9879336922138894
1888,"21/02/2020, 01:00:00",9597.21,1.0164943770116524,0.9951027434014678,4.3951892814682605,1.0419522965528532,1.0226884688362536,0.9906612095251289
1889,"22/02/2020, 01:00:00",9677.05,1.003319193349213,0.9879064384290668,2.54589545605324,1.0277131977203804,1.015762861615883,0.9859126834451953
1890,"23/02/2020, 01:00:00",9650.85,1.0351419823124388,0.9993938357761233,3.9066082099504187,1.0235144054668766,1.0201744924022216,0.9928939592540199
1891,"24/02/2020, 01:00:00",9936.4,1.0053943077975926,0.9534197496075038,5.615373386739664,0.9911684312225763,0.9941028440884002,0.9693837137528005
1892,"25/02/2020, 01:00:00",9655.52,1.0020174987986146,0.9580012262415696,5.63194365005717,1.0128674582000767,1.0253956803983606,1.0021246568456863
1893,"26/02/2020, 01:00:00",9316.48,1.0065432438002337,0.9267051504430858,9.888965090034006,1.043415968262692,1.0611251245105429,1.0411054031851794
1894,"27/02/2020, 01:00:00",8786.0,1.0211438652401548,0.9709765536080127,8.24989514705213,1.0936141588891426,1.1195824038242637,1.103503907731997
1895,"28/02/2020, 01:00:00",8823.25,1.0086986087892784,0.9571303091264557,8.06451239361913,1.0789923214235124,1.1092420593318766,1.0967593951586234
1896,"29/02/2020, 01:00:00",8690.8,1.0114143692180237,0.9807555115754591,4.228400496502049,1.0784762047222358,1.119218944170845,1.1111316948190413
1897,"01/03/2020, 01:00:00",8523.61,1.0265603423901375,0.9867884616963938,5.149484992743685,1.0870648704011572,1.1316217541628462,1.1290630378442925
1898,"02/03/2020, 01:00:00",8530.3,1.051047442645628,0.9962134977667844,7.0807964233379845,1.0737050279591585,1.1229886991078837,1.1249677815160846
1899,"03/03/2020, 01:00:00",8911.18,1.0009504914051786,0.9708029688548542,6.189415687035836,1.0192184424509445,1.0676291467572172,1.0751144442524248
1900,"04/03/2020, 01:00:00",8760.07,1.0100706957821115,0.9885765753013389,4.417371388356486,1.026631179887833,1.0771115413461285,1.0914853039606596
1901,"05/03/2020, 01:00:00",8750.99,1.0466724336332232,0.9994914861061436,6.650889368517162,1.0141503989834304,1.0697913036125033,1.0905595443106044
1902,"06/03/2020, 01:00:00",9054.64,1.0127404292164017,0.9923641359568134,4.83541565915376,0.9735044132069313,1.0267936660099108,1.0534631599562938
1903,"07/03/2020, 01:00:00",9130.89,1.0062545929257718,0.9675946156398775,4.974564858956795,0.9633423466934777,1.013983138554947,1.042909471767446
1904,"08/03/2020, 01:00:00",8885.25,1.0001699445710588,0.9003685883908725,8.7265203754537,0.9910917531864617,1.0362450128021135,1.0684148823424577
1905,"09/03/2020, 01:00:00",8034.76,1.0179905809258771,0.9498740472646352,14.557854032727798,1.0861866440316832,1.1355328597244945,1.174127125970988
1906,"10/03/2020, 01:00:00",7929.87,1.0276334921001227,0.9745443494029536,10.943867159865167,1.090958111545335,1.1364610643049609,1.181396920756581
1907,"11/03/2020, 01:00:00",7894.57,1.0108213620247841,0.9614203180160541,10.126252749928115,1.0878682436155493,1.1307752670506412,1.1771490615279436
1908,"12/03/2020, 01:00:00",7934.58,1.0039813071391304,0.555795013724734,32.957712777866,1.0748747885836436,1.1145962357175778,1.163159276651483
1909,"13/03/2020, 01:00:00",4800.01,1.2406224153699679,0.7879421084539407,83.791840801165,1.691155435092845,1.7916631423684493,1.885081767190761
1910,"14/03/2020, 01:00:00",5576.05,1.0115619479739242,0.9065790299584832,24.55324754512603,1.3986892154840809,1.5057721864043507,1.5943368513553486
1911,"15/03/2020, 01:00:00",5172.48,1.1483853006681515,0.9846533964365257,27.05010875518127,1.438634852140561,1.5772057117668858,1.6861528705765887
1912,"16/03/2020, 01:00:00",5360.33,1.000949568403438,0.8287027104674526,42.399800527206345,1.3192991849382423,1.4818687468868486,1.5960692096693039
1913,"17/03/2020, 01:00:00",5028.86,1.0986585428904365,0.9786412825173101,29.845715792048303,1.3246890945462806,1.5369138333538774,1.668954328946652
1914,"18/03/2020, 01:00:00",5312.64,1.0232520931213107,0.9429153867003974,25.811580474867483,1.186682139200098,1.422128452144316,1.5509556454041666
1915,"19/03/2020, 01:00:00",5393.26,1.1866663205556565,0.9739063201106566,36.90177618712986,1.1199654754267379,1.3690712111042265,1.5011163934243839
1916,"20/03/2020, 01:00:00",6162.05,1.1197572236512199,0.9201483272612199,35.58853458086189,0.9515474557979906,1.177744338328962,1.2921814439458719
1917,"21/03/2020, 01:00:00",6204.57,1.0406813042644374,0.9444683515537742,20.777212339130674,0.9177885010564807,1.15098508035206,1.2651132955224929
1918,"22/03/2020, 01:00:00",6187.04,1.03569235046161,0.9267775866973545,19.252500473085675,0.8921437391709135,1.1353093724947605,1.250325142017291
1919,"23/03/2020, 01:00:00",5816.05,1.134790794439525,0.9779833392078816,28.313755174903932,0.9665207486180496,1.181119144436513,1.3079515593343696
1920,"24/03/2020, 01:00:00",6465.25,1.0568810177487336,0.9854731062217238,23.37697844290631,0.8832223038552273,1.0447711998762588,1.1601910212288764
1921,"25/03/2020, 01:00:00",6744.69,1.0316204302940537,0.9563078510650601,19.594041385000644,0.8699397600186232,0.9866119866146525,1.0963490785590828
1922,"26/03/2020, 01:00:00",6677.42,1.0153622207379496,0.9749274420359959,12.433927356823444,0.8984282851760121,0.9787509247583619,1.0925274532179585
1923,"27/03/2020, 01:00:00",6737.27,1.0156324445955112,0.9293081619112785,12.30690893403411,0.9158047695876828,0.9522922489376232,1.0700611672086755
1924,"28/03/2020, 01:00:00",6359.11,1.0001399566920528,0.9473023740743595,14.64980058986242,0.9867215695278125,0.9890602615774821,1.1209736372962034
1925,"29/03/2020, 01:00:00",6236.65,1.004706052127344,0.9406588472978282,10.151544132507036,1.0196195072675247,0.9940653235310594,1.1291598320679628
1926,"30/03/2020, 02:00:00",5880.5,1.1221834877986565,0.9961329818892951,20.21759204013264,1.0765844741093458,1.0368453362809253,1.1816168693138327
1927,"31/03/2020, 02:00:00",6394.45,1.020139339583545,0.9885760307766891,11.312559369296812,0.9930241068426537,0.9417796683061062,1.0755461376662565
1928,"01/04/2020, 02:00:00",6412.14,1.0417645279111185,0.9591353276753157,15.205649346396054,0.9937950512621382,0.9273099152544986,1.061567692949103
1929,"02/04/2020, 02:00:00",6643.36,1.083487873606127,0.9860973964981576,22.473553573944514,0.9716595216878218,0.9089088202355405,1.0132412915552764
