Date,Open,High,Low,Close,Volume,QuoteVolume,TradeNum
"14/08/2017, 02:00:00",301.13000000,312.18000000,278.00000000,299.10000000,21224.89324000,6376472.29413210,14013
"21/08/2017, 02:00:00",299.10000000,348.13000000,144.21000000,348.13000000,45233.88589000,14567413.97749310,42362
"28/08/2017, 02:00:00",348.11000000,394.39000000,320.08000000,341.77000000,33886.41427000,12290734.08941820,35671
"04/09/2017, 02:00:00",339.29000000,344.55000000,235.55000000,293.50000000,35485.23332000,10710999.66284450,33803
"11/09/2017, 02:00:00",293.51000000,316.46000000,192.00000000,257.55000000,58259.63439000,14998281.40081560,44796
"18/09/2017, 02:00:00",257.53000000,306.22000000,252.10000000,282.00000000,18833.39464000,5292294.15908780,23585
"25/09/2017, 02:00:00",282.00000000,313.00000000,274.00000000,303.95000000,42726.28598000,12635978.15205110,65402
"02/10/2017, 02:00:00",303.94000000,318.50000000,283.18000000,311.07000000,25352.71890000,7569786.47419210,46739
"09/10/2017, 02:00:00",311.13000000,353.96000000,286.65000000,337.96000000,58855.77319000,18828903.73217690,49530
"16/10/2017, 02:00:00",337.50000000,354.00000000,284.68000000,293.79000000,62901.02510000,19532458.80410820,48976
"23/10/2017, 02:00:00",293.78000000,310.00000000,272.20000000,305.00000000,62381.73012000,18428149.05133030,46338
"30/10/2017, 01:00:00",305.00000000,316.00000000,274.73000000,295.53000000,62514.42916000,18567418.27644190,65325
"06/11/2017, 01:00:00",295.19000000,329.00000000,281.01000000,305.24000000,91617.71857000,27756083.13570400,70856
"13/11/2017, 01:00:00",304.00000000,373.56000000,303.70000000,354.15000000,114805.04703000,38056342.90604870,73053
"20/11/2017, 01:00:00",355.15000000,484.47000000,350.02000000,462.84000000,161563.35640000,65799137.78003950,92375
"27/11/2017, 01:00:00",462.84000000,515.00000000,385.00000000,460.30000000,227584.50060000,102998151.18059460,135117
"04/12/2017, 01:00:00",460.30000000,488.00000000,375.01000000,427.35000000,246454.47236000,107834672.47255800,204388
"11/12/2017, 01:00:00",427.35000000,747.60000000,427.35000000,707.64000000,305806.30833000,191846858.82103100,302030
"18/12/2017, 01:00:00",707.62000000,864.90000000,504.99000000,658.00000000,594909.64588000,417083308.50805520,514657
"25/12/2017, 01:00:00",659.40000000,766.05000000,599.99000000,733.98000000,479152.58214000,340620171.96139850,636926
"01/01/2018, 01:00:00",733.01000000,1125.00000000,716.80000000,1123.09000000,593710.08794000,548775395.94814930,774639
"08/01/2018, 01:00:00",1123.09000000,1440.00000000,910.00000000,1347.00000000,900313.84206000,1105250963.37960980,1085201
"15/01/2018, 01:00:00",1347.99000000,1383.13000000,755.00000000,1049.00000000,1610343.15922000,1636484673.08515300,1579403
"22/01/2018, 01:00:00",1049.00000000,1277.00000000,908.00000000,1251.96000000,984564.60150000,1033542684.71709850,1183236
"29/01/2018, 01:00:00",1251.96000000,1258.89000000,783.67000000,823.56000000,1288157.79210000,1291807049.13621470,2035734
"05/02/2018, 01:00:00",821.60000000,911.20000000,570.10000000,808.99000000,1880969.80396000,1417347163.95027050,2376930
"12/02/2018, 01:00:00",808.58000000,978.50000000,807.46000000,911.00000000,945634.50225000,855338972.30169600,1900664
"19/02/2018, 01:00:00",911.00000000,961.00000000,785.99000000,841.19000000,817168.83052000,705772348.53247890,1602654
"26/02/2018, 01:00:00",841.46000000,897.49000000,833.00000000,866.66000000,339146.17952000,293933097.97776080,647758
"05/03/2018, 01:00:00",866.61000000,871.75000000,640.00000000,720.85000000,518077.34039000,381896298.80188260,814448
"12/03/2018, 01:00:00",721.00000000,740.50000000,450.00000000,537.00000000,689358.91685000,404661476.47775480,940610
"19/03/2018, 01:00:00",537.39000000,590.52000000,506.71000000,523.74000000,814381.08669000,440528658.15183490,912398
"26/03/2018, 02:00:00",523.95000000,527.67000000,356.90000000,378.58000000,1215092.80189000,506585038.71122120,1036957
"02/04/2018, 02:00:00",378.58000000,419.08000000,362.54000000,400.40000000,715369.80224000,276796640.02859470,646777
"09/04/2018, 02:00:00",400.40000000,535.00000000,387.10000000,533.88000000,1051295.44518000,489259243.76974060,874243
"16/04/2018, 02:00:00",533.88000000,643.49000000,497.31000000,620.92000000,852000.58094000,479005266.08173160,798979
"23/04/2018, 02:00:00",620.67000000,712.99000000,593.83000000,690.85000000,1104058.97603000,725688589.08541670,1075376
"30/04/2018, 02:00:00",690.85000000,839.99000000,627.58000000,794.30000000,1036650.04606000,770315733.65912720,975224
"07/05/2018, 02:00:00",794.30000000,799.14000000,633.20000000,729.08000000,1153492.95325000,828769721.59718680,1031743
"14/05/2018, 02:00:00",729.08000000,743.90000000,656.00000000,716.16000000,817659.25411000,575274321.35041860,806223
"21/05/2018, 02:00:00",716.16000000,720.46000000,550.00000000,570.40000000,948926.78252000,581935378.54693280,845752
"28/05/2018, 02:00:00",570.81000000,628.81000000,506.11000000,619.66000000,812736.78468000,458417584.94601950,697323
